phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,train,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,train,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,train,lookback_warmup,8568,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,train,lookback_warmup,17928,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,train,lookback_warmup,2088,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,train,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,train,lookback_warmup,8568,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,train,lookback_warmup,17928,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,lookback_warmup,2320,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,lookback_warmup,2320,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,validation,lookback_warmup,2291,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,lookback_warmup,4720,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,lookback_warmup,4720,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,validation,lookback_warmup,4661,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,lookback_warmup,9520,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,lookback_warmup,9520,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,validation,lookback_warmup,9401,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,validation,lookback_warmup,17928,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,validation,lookback_warmup,2088,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,validation,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,validation,lookback_warmup,8568,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,validation,lookback_warmup,17928,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,lookback_warmup,2117,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,validation,lookback_warmup,2088,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,lookback_warmup,4307,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,validation,lookback_warmup,4248,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,lookback_warmup,8687,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,validation,lookback_warmup,8568,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,lookback_warmup,18177,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,validation,lookback_warmup,17928,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unassigned_purge_embargo_dates,924,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unassigned_purge_embargo_dates,468,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,250,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unassigned_purge_embargo_dates,934,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unassigned_purge_embargo_dates,478,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,30,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unassigned_purge_embargo_dates,934,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unassigned_purge_embargo_dates,478,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,60,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unassigned_purge_embargo_dates,934,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unassigned_purge_embargo_dates,478,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,120,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unassigned_purge_embargo_dates,934,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unassigned_purge_embargo_dates,478,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_stress_10d,250,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_direction_5d,250,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,30,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,daily,target_log_realized_vol_5d,120,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
